Gene	p_value
ENSMUSG00000027270	0.0011184052977685547
ENSMUSG00000021765	0.0002616226912293631
ENSMUSG00000110027	0.0007918825647055175
ENSMUSG00000026023	0.0006699904823660264
ENSMUSG00000038679	0.0004051482829769695
ENSMUSG00000049115	7.480160712873588e-05
ENSMUSG00000049630	5.023066026180339e-05
ENSMUSG00000027966	0.000356765148437087
ENSMUSG00000030074	0.0001119450661656679
ENSMUSG00000029810	0.00034562266696346457
ENSMUSG00000096014	3.4614217537610075e-06
ENSMUSG00000055044	0.00015348028002196696
ENSMUSG00000025089	0.04253011131550264
ENSMUSG00000053475	0.004572964336325188
ENSMUSG00000029135	0.0007078587887859095
ENSMUSG00000074971	0.0006829403376713068
ENSMUSG00000037279	0.0001729313035570959
ENSMUSG00000021721	4.612864039085011e-05
ENSMUSG00000018634	0.0017452874980657784
ENSMUSG00000021803	0.012019860362396608
ENSMUSG00000042258	0.008196915720928025
ENSMUSG00000075324	0.0018765189708134157
ENSMUSG00000021835	0.000619999850264049
ENSMUSG00000064254	0.017194678829440223
ENSMUSG00000025885	0.016514292941813464
ENSMUSG00000021541	0.0008330018505249736
ENSMUSG00000034981	0.0001061294892293474
ENSMUSG00000050063	0.005950223629062039
ENSMUSG00000042607	0.015062032686183212
ENSMUSG00000027400	3.1291537760861166e-05
ENSMUSG00000023945	0.0013866722356256848
ENSMUSG00000109473	0.0029625748195373416
ENSMUSG00000026805	0.02595504978621727
ENSMUSG00000036109	0.0015682901872629594
ENSMUSG00000060594	0.0030841420378935696
ENSMUSG00000030562	0.0016982028242224824
ENSMUSG00000024713	0.0004375210611665787
ENSMUSG00000034903	0.008338271829848276
ENSMUSG00000040828	0.008962449908232086
ENSMUSG00000028487	0.005744739794648958
ENSMUSG00000045027	0.0025315180215132915
ENSMUSG00000021318	0.0006062828042358602
ENSMUSG00000053897	4.917848154089826e-06
ENSMUSG00000007279	0.0011744505867504695
ENSMUSG00000090698	0.0010300415032857106
ENSMUSG00000003746	0.0007702256193029096
ENSMUSG00000051920	0.00015188252666218757
ENSMUSG00000027716	0.00031275560513864623
ENSMUSG00000032006	9.729375864734792e-05
ENSMUSG00000026890	3.195364536092262e-05
ENSMUSG00000115424	0.03037863211277811
ENSMUSG00000050830	0.0005425607679253797
ENSMUSG00000037428	4.766770269847742e-06
ENSMUSG00000054453	1.553250590727356e-05
ENSMUSG00000051617	0.00034257184098589107
ENSMUSG00000038760	4.81496063908978e-08
ENSMUSG00000052504	1.8088259331906756e-05
ENSMUSG00000036585	0.027759202500299028
ENSMUSG00000044216	0.002147663052958437
ENSMUSG00000055540	7.523468352362821e-06
ENSMUSG00000050511	0.00013614202309589253
ENSMUSG00000075334	0.0026230926275252497
ENSMUSG00000047507	0.019368302117486153
ENSMUSG00000059991	9.762173465983494e-05
ENSMUSG00000058400	3.744888666074155e-05
ENSMUSG00000029697	2.8510877185268168e-05
ENSMUSG00000022371	0.014087179282538043
ENSMUSG00000031074	0.005821515781214616
ENSMUSG00000007877	0.030315101503376213
ENSMUSG00000034987	0.00020113595835265693
ENSMUSG00000009376	0.0009729792532710971
ENSMUSG00000019997	4.417719122683642e-05
ENSMUSG00000022382	0.0060520057202694336
ENSMUSG00000026141	0.00041845184598480366
ENSMUSG00000041734	0.016807438627477637
ENSMUSG00000025946	0.002968269706169424
ENSMUSG00000048763	0.003500459280625
ENSMUSG00000037984	9.591326082962478e-06
ENSMUSG00000060487	7.046118067664596e-05
ENSMUSG00000058099	0.00016555959466189692
ENSMUSG00000063531	0.0002671573991666231
ENSMUSG00000029193	0.008081135861189533
ENSMUSG00000019880	0.0019367265930481652
ENSMUSG00000026686	0.0010954401564971176
ENSMUSG00000028003	0.01548762778866408
ENSMUSG00000027978	2.0199426057049322e-05
ENSMUSG00000032440	0.003861135357600037
ENSMUSG00000040181	0.0032917901722991144
ENSMUSG00000032034	0.0011798127430310437
ENSMUSG00000042514	0.017342856207536568
ENSMUSG00000024647	0.006093413867341727
ENSMUSG00000024256	0.00477924023718192
ENSMUSG00000095139	1.9245395522738455e-05
ENSMUSG00000028778	0.0003847594049106862
ENSMUSG00000027318	0.012231205102159403
ENSMUSG00000046532	0.0008944952611889544
ENSMUSG00000000805	0.00784320084670783
ENSMUSG00000060371	0.003040008783548104
ENSMUSG00000050840	0.006304348138237255
ENSMUSG00000019230	0.01418975600736165
ENSMUSG00000038331	1.693633593876016e-05
ENSMUSG00000037492	0.002215992156353375
ENSMUSG00000051985	0.036116447726318925
ENSMUSG00000055210	0.0005542058429186902
ENSMUSG00000076439	0.0008511850314180271
ENSMUSG00000003617	0.0014222823638935299
ENSMUSG00000058056	0.010570560491362787
ENSMUSG00000070570	0.009331459612278603
ENSMUSG00000023927	0.0006626016317235171
ENSMUSG00000064080	0.006796407036800153
ENSMUSG00000046480	0.00019532554101698194
ENSMUSG00000109588	4.1316062824158164e-05
ENSMUSG00000043668	6.165082488487134e-05
ENSMUSG00000021750	9.825582737147993e-07
ENSMUSG00000022715	0.0024217455448757377
ENSMUSG00000028871	0.0027489877423670065
ENSMUSG00000039358	0.00020823716973503644
ENSMUSG00000084946	0.00010069702701165114
ENSMUSG00000056947	0.018470813788146818
ENSMUSG00000022231	0.0003565075511303973
ENSMUSG00000029219	0.003995736532578894
ENSMUSG00000036856	0.011935706190853226
ENSMUSG00000063506	0.0009274876066180695
ENSMUSG00000028222	0.008404819135556407
ENSMUSG00000049796	0.0006162704751297597
ENSMUSG00000020912	0.042314268878697395
ENSMUSG00000015053	0.0003740860372811043
ENSMUSG00000037362	0.003032227955434319
ENSMUSG00000090000	0.0008768431421727727
ENSMUSG00000036885	0.00026037468416445324
ENSMUSG00000031737	0.0018614957548802745
ENSMUSG00000026452	0.0041985791837407145
ENSMUSG00000035960	9.295320901578766e-05
ENSMUSG00000006800	0.0016680076757144612
ENSMUSG00000030022	0.004755806717414329
ENSMUSG00000069911	0.004256747366747015
ENSMUSG00000035686	3.286656744956806e-05
ENSMUSG00000020848	0.0012827085063169396
ENSMUSG00000022053	0.004294590416848926
ENSMUSG00000062252	0.0042400931344138216
ENSMUSG00000031661	0.013459824775037751
ENSMUSG00000041390	0.0022173444528737693
ENSMUSG00000035456	0.0017547058528104716
ENSMUSG00000047759	0.01600903060150083
ENSMUSG00000045440	0.01287721973084098
ENSMUSG00000028565	0.007421342719452935
ENSMUSG00000035273	0.0002659000391679804
ENSMUSG00000005447	0.0005894191658814888
ENSMUSG00000011171	0.008207618799635177
ENSMUSG00000056296	0.0006278078324657734
ENSMUSG00000046782	0.0020472472934431937
ENSMUSG00000040536	0.0033051899065186952
ENSMUSG00000073530	0.0008264271236208828
ENSMUSG00000032511	0.0006493988680508915
ENSMUSG00000041798	0.0013606805827068192
ENSMUSG00000025213	0.0041446984129191854
ENSMUSG00000115965	0.0001779868280939993
ENSMUSG00000030707	0.004937305892179893
ENSMUSG00000057098	5.559389102501646e-05
ENSMUSG00000030994	0.0015884253669137664
ENSMUSG00000038718	0.01103092026634946
ENSMUSG00000059246	0.04806958110541407
ENSMUSG00000032698	8.41109183030446e-05
ENSMUSG00000039059	0.0016335630370260706
ENSMUSG00000013766	0.0001047992387490033
ENSMUSG00000048482	0.00022897111439969288
ENSMUSG00000045731	0.004537435517133041
ENSMUSG00000044770	2.5702432308233333e-06
ENSMUSG00000020953	4.943633138394968e-05
ENSMUSG00000021359	0.001266688513835242
ENSMUSG00000025938	0.004121990290144668
ENSMUSG00000031997	1.0297021352166352e-05
ENSMUSG00000021337	0.029995619140120427
ENSMUSG00000031344	0.012099796352517537
ENSMUSG00000033730	6.827270377999533e-05
ENSMUSG00000050410	0.0009910059110143415
ENSMUSG00000019929	3.145548700116158e-05
ENSMUSG00000046550	5.687218180476228e-06
ENSMUSG00000037892	0.0018820359425498303
ENSMUSG00000079042	0.0020124319208439643
ENSMUSG00000022508	0.0062114883822369064
ENSMUSG00000036545	0.008880101687422414
ENSMUSG00000074934	0.00017250027396265518
ENSMUSG00000026114	0.001624095674139257
ENSMUSG00000032259	0.00036370652817029026
ENSMUSG00000003974	0.004109194676656253
ENSMUSG00000019966	0.00010612716820631725
ENSMUSG00000021848	0.0037854657358545193
ENSMUSG00000041481	0.002249731106518157
ENSMUSG00000026778	0.003646239615345453
ENSMUSG00000066687	0.0010944540289354516
ENSMUSG00000074736	0.00022841563621140573
ENSMUSG00000028294	0.00982123800711051
ENSMUSG00000020836	0.0005397498878230714
ENSMUSG00000021994	0.006021848216147602
ENSMUSG00000030043	0.0004136950221943718
ENSMUSG00000018339	0.0419684334444782
ENSMUSG00000043969	5.2350608917567016e-05
ENSMUSG00000038300	4.4069826893912535e-05
ENSMUSG00000041193	0.0028712961652580084
ENSMUSG00000027358	0.00047667270282346526
ENSMUSG00000046318	0.0013564187294215972
ENSMUSG00000063260	0.01996171287672235
ENSMUSG00000027009	0.00036568786461696967
ENSMUSG00000038370	0.024339914179246212
ENSMUSG00000047161	1.2334029555432308e-05
ENSMUSG00000049744	0.0003150019429942452
ENSMUSG00000094707	0.00027994036512624793
ENSMUSG00000058183	0.0028333174724428827
ENSMUSG00000032377	0.0009350991922840602
ENSMUSG00000049148	0.00010302183540280482
ENSMUSG00000048070	0.002441529737651708
ENSMUSG00000044288	0.00017349976844404944
ENSMUSG00000038296	0.016485733040083588
ENSMUSG00000047904	0.0003425723901454341
ENSMUSG00000050505	0.00016139036979438874
ENSMUSG00000016087	0.0002681550738303288
ENSMUSG00000061535	1.5848786143767768e-05
ENSMUSG00000023959	1.7359656076901954e-05
ENSMUSG00000052560	0.0029874485382615722
ENSMUSG00000050288	0.00016573450869605672
ENSMUSG00000099696	1.4244174686981132e-05
ENSMUSG00000049107	0.02122911770708413
ENSMUSG00000096606	0.02419375541457362
ENSMUSG00000030500	0.01663596645939145
ENSMUSG00000012819	0.0019063004986745466
ENSMUSG00000061132	8.725579572935473e-06
ENSMUSG00000045608	0.0001005872712516043
ENSMUSG00000037101	0.004209820474892131
ENSMUSG00000021508	2.2836928676137143e-05
ENSMUSG00000020251	0.0004359252494756894
ENSMUSG00000051980	0.00023723635816911334
ENSMUSG00000047773	0.006086329625738613
ENSMUSG00000069581	0.004550087321291928
ENSMUSG00000030560	0.00032936604351819983
ENSMUSG00000031727	0.017821255973682018
ENSMUSG00000040258	0.0021783782653488556
ENSMUSG00000041324	0.034272591638306205
ENSMUSG00000022372	0.0003372602558186129
ENSMUSG00000113186	0.007044395169553769
ENSMUSG00000052374	9.28521314563048e-05
ENSMUSG00000000247	0.004698922399701457
ENSMUSG00000025400	6.431162633338997e-05
ENSMUSG00000000440	0.0004887220557611737
ENSMUSG00000057722	0.004285580598163206
ENSMUSG00000063428	0.00021309742756167813
ENSMUSG00000037393	0.01183742857407029
ENSMUSG00000055435	0.009284283589466221
ENSMUSG00000047907	0.03951076150480054
ENSMUSG00000028584	0.005078667757800471
ENSMUSG00000032035	0.0003508603449555913
ENSMUSG00000021010	0.00014533749753206863
ENSMUSG00000042589	0.013771259038573711
ENSMUSG00000035105	0.005788873789588661
ENSMUSG00000015217	0.012897556653153324
ENSMUSG00000032269	5.696503074284618e-05
ENSMUSG00000027748	2.2621096945433346e-05
ENSMUSG00000097636	0.0073634997854510244
ENSMUSG00000021379	1.528372469939008e-05
ENSMUSG00000032128	0.008052596102921469
ENSMUSG00000062151	0.02143945277382599
ENSMUSG00000020053	0.007320700637364849
ENSMUSG00000027996	0.0035989551724746748
ENSMUSG00000031980	0.005801011845086204
ENSMUSG00000053004	0.010089900920220348
ENSMUSG00000024064	0.0024088583176806993
ENSMUSG00000035580	0.0019576118162601573
ENSMUSG00000010136	0.006159539925209748
ENSMUSG00000022324	0.0010105669277011042
ENSMUSG00000033063	0.00044903821807558154
